congress,chamber,rollnumber,icpsr,cast_code,prob
71,Senate,7,5106,6,30.9
71,Senate,7,5172,9,45.4
71,Senate,7,5227,9,70.6
71,Senate,7,5274,6,68.7
71,Senate,7,5402,1,87.9
71,Senate,7,6293,6,54.5
71,Senate,7,6349,1,91.0
71,Senate,7,6367,1,83.6
71,Senate,7,6441,9,58.8
71,Senate,7,6750,1,71.4
71,Senate,7,6954,1,92.2
71,Senate,7,6960,1,91.2
71,Senate,7,6991,1,92.9
71,Senate,7,7023,1,84.6
71,Senate,7,7120,6,85.9
71,Senate,7,7252,9,81.8
71,Senate,7,7422,1,74.9
71,Senate,7,7461,1,89.8
71,Senate,7,7473,6,70.6
71,Senate,7,7734,1,27.0
71,Senate,7,7782,1,64.7
71,Senate,7,7972,1,88.5
71,Senate,7,7986,6,86.1
71,Senate,7,8167,1,78.9
71,Senate,7,8254,1,89.6
71,Senate,7,8446,1,24.7
71,Senate,7,8476,9,92.6
71,Senate,7,8487,1,83.1
71,Senate,7,8514,6,84.6
71,Senate,7,8613,6,75.4
71,Senate,7,8713,9,77.0
71,Senate,7,8863,6,68.4
71,Senate,7,8880,1,84.6
71,Senate,7,8888,6,91.0
71,Senate,7,9106,9,84.0
71,Senate,7,9298,1,87.7
71,Senate,7,9303,6,37.7
71,Senate,7,9439,1,74.9
71,Senate,7,9456,1,31.5
71,Senate,7,9538,6,56.3
71,Senate,7,9548,6,82.6
71,Senate,7,9604,1,70.2
71,Senate,7,9713,6,88.4
71,Senate,7,9724,1,64.2
71,Senate,7,9782,6,48.8
71,Senate,7,9788,9,66.8
71,Senate,7,9842,1,75.2
71,Senate,7,9862,6,29.0
71,Senate,7,9875,1,80.1
71,Senate,7,9984,9,10.7
71,Senate,8,110,6,44.6
71,Senate,8,273,1,98.7
71,Senate,8,437,1,98.0
71,Senate,8,716,6,99.5
71,Senate,8,743,1,99.6
71,Senate,8,761,1,100.0
71,Senate,8,791,1,82.1
71,Senate,8,858,1,98.8
71,Senate,8,982,9,98.8
71,Senate,8,1070,1,99.9
71,Senate,8,1091,1,57.0
71,Senate,8,1322,6,78.3
71,Senate,8,1494,1,93.4
71,Senate,8,1498,1,97.7
71,Senate,8,1986,1,99.8
71,Senate,8,2062,9,90.3
71,Senate,8,2095,1,92.6
71,Senate,8,2289,1,99.2
71,Senate,8,2302,6,80.9
71,Senate,8,2494,6,84.5
71,Senate,8,2595,1,99.7
71,Senate,8,2844,6,99.7
71,Senate,8,3124,6,91.2
71,Senate,8,3216,1,87.9
71,Senate,8,3347,1,99.7
71,Senate,8,3536,1,98.8
71,Senate,8,3599,6,99.9
71,Senate,8,3625,1,86.9
71,Senate,8,3630,6,70.1
71,Senate,8,3645,6,97.6
71,Senate,8,3653,5,99.4
71,Senate,8,3721,6,99.1
71,Senate,8,3789,6,99.3
71,Senate,8,3919,6,97.6
71,Senate,8,4120,1,97.6
71,Senate,8,4126,1,94.2
71,Senate,8,4177,6,99.9
71,Senate,8,4190,6,73.4
71,Senate,8,4207,1,82.9
71,Senate,8,4227,1,99.3
71,Senate,8,4274,6,99.9
71,Senate,8,4280,1,97.5
71,Senate,8,4654,1,99.6
71,Senate,8,4962,1,96.3
71,Senate,8,5065,2,77.4
71,Senate,8,5106,6,98.6
71,Senate,8,5172,2,86.3
71,Senate,8,5227,6,97.6
71,Senate,8,5274,5,8.6
71,Senate,8,5402,1,99.9
71,Senate,8,6293,1,99.2
71,Senate,8,6349,1,99.8
71,Senate,8,6367,1,73.9
71,Senate,8,6441,9,99.7
71,Senate,8,6750,6,99.9
71,Senate,8,6954,1,98.6
71,Senate,8,6960,1,99.9
71,Senate,8,6991,1,99.6
71,Senate,8,7023,6,80.2
71,Senate,8,7120,1,88.5
71,Senate,8,7252,6,89.6
71,Senate,8,7422,6,99.5
71,Senate,8,7461,1,68.9
71,Senate,8,7473,1,96.0
71,Senate,8,7734,1,69.2
71,Senate,8,7782,6,99.9
71,Senate,8,7972,6,32.3
71,Senate,8,7986,1,92.0
71,Senate,8,8167,6,83.1
71,Senate,8,8254,1,90.9
71,Senate,8,8446,1,98.7
71,Senate,8,8476,2,99.7
71,Senate,8,8487,1,9.7
71,Senate,8,8514,1,88.1
71,Senate,8,8613,1,94.0
71,Senate,8,8713,6,97.8
71,Senate,8,8863,1,91.2
71,Senate,8,8880,1,37.0
71,Senate,8,8888,1,96.1
71,Senate,8,9106,1,88.6
71,Senate,8,9298,1,58.8
71,Senate,8,9303,1,99.9
71,Senate,8,9439,6,98.5
71,Senate,8,9456,1,98.1
71,Senate,8,9538,1,86.4
71,Senate,8,9548,1,92.7
71,Senate,8,9604,1,37.2
71,Senate,8,9713,6,14.4
71,Senate,8,9724,6,99.7
71,Senate,8,9782,6,4.0
71,Senate,8,9788,1,98.2
71,Senate,8,9842,6,98.0
71,Senate,8,9862,6,99.7
71,Senate,8,9875,6,95.8
71,Senate,8,9984,1,100.0
71,Senate,9,110,1,93.9
71,Senate,9,273,1,99.9
71,Senate,9,437,9,99.9
71,Senate,9,716,5,65.6
71,Senate,9,743,1,99.9
71,Senate,9,761,1,99.8
71,Senate,9,791,9,96.4
71,Senate,9,858,1,99.6
71,Senate,9,982,9,99.9
71,Senate,9,1070,1,99.7
71,Senate,9,1091,1,98.9
71,Senate,9,1322,1,89.4
71,Senate,9,1494,1,99.1
71,Senate,9,1498,1,99.9
71,Senate,9,1986,1,99.9
71,Senate,9,2062,9,99.8
71,Senate,9,2095,1,99.5
71,Senate,9,2289,1,99.4
71,Senate,9,2302,6,11.9
71,Senate,9,2494,9,83.6
71,Senate,9,2595,9,99.9
71,Senate,9,2844,9,35.6
71,Senate,9,3124,1,80.0
71,Senate,9,3216,1,99.8
71,Senate,9,3347,1,99.4
71,Senate,9,3536,1,99.9
71,Senate,9,3599,9,30.7
71,Senate,9,3625,9,99.8
71,Senate,9,3630,1,94.4
71,Senate,9,3645,9,66.8
71,Senate,9,3653,1,48.9
71,Senate,9,3721,9,53.1
71,Senate,9,3789,9,50.6
71,Senate,9,3919,1,67.3
71,Senate,9,4120,1,99.9
71,Senate,9,4126,1,99.8
71,Senate,9,4177,6,69.5
71,Senate,9,4190,1,87.5
71,Senate,9,4207,1,99.7
71,Senate,9,4227,1,100.0
71,Senate,9,4274,9,18.2
71,Senate,9,4280,1,99.9
71,Senate,9,4654,1,99.3
71,Senate,9,4962,1,98.9
71,Senate,9,5065,1,98.0
71,Senate,9,5106,6,40.1
71,Senate,9,5172,9,99.7
71,Senate,9,5227,9,67.6
71,Senate,9,5274,1,99.9
71,Senate,9,5402,1,99.8
71,Senate,9,6293,1,100.0
71,Senate,9,6349,1,99.6
71,Senate,9,6367,1,98.3
71,Senate,9,6441,1,30.5
71,Senate,9,6750,1,21.1
71,Senate,9,6954,1,99.1
71,Senate,9,6960,1,99.6
71,Senate,9,6991,1,99.2
71,Senate,9,7023,1,85.0
71,Senate,9,7120,1,99.8
71,Senate,9,7252,1,80.5
71,Senate,9,7422,6,53.6
